orig_names_21,plot_name_21,date,geography,geography_code,Rural_Urban,total_pop,value,cob_region,cob,percs
Other,Other,2011,City of London,E09000001,Total,7375,0,Other,Other,0
Other,Other,2011,Hackney,E09000012,Total,246270,1,Other,Other,0
Other,Other,2011,Hammersmith and Fulham,E09000013,Total,182493,0,Other,Other,0
Other,Other,2011,Haringey,E09000014,Total,254926,0,Other,Other,0
Other,Other,2011,Islington,E09000019,Total,206125,0,Other,Other,0
Other,Other,2011,Kensington and Chelsea,E09000020,Total,158649,0,Other,Other,0
Other,Other,2011,Lambeth,E09000022,Total,303086,0,Other,Other,0
Other,Other,2011,Lewisham,E09000023,Total,275885,0,Other,Other,0
Other,Other,2011,Newham,E09000025,Total,307984,1,Other,Other,0
Other,Other,2011,Southwark,E09000028,Total,288283,0,Other,Other,0
Other,Other,2011,Tower Hamlets,E09000030,Total,254096,0,Other,Other,0
Other,Other,2011,Wandsworth,E09000032,Total,306995,0,Other,Other,0
Other,Other,2011,Westminster,E09000033,Total,219396,2,Other,Other,0
Other,Other,2011,Barking and Dagenham,E09000002,Total,185911,0,Other,Other,0
Other,Other,2011,Barnet,E09000003,Total,356386,1,Other,Other,0
Other,Other,2011,Bexley,E09000004,Total,231997,0,Other,Other,0
Other,Other,2011,Brent,E09000005,Total,311215,0,Other,Other,0
Other,Other,2011,Bromley,E09000006,Total,309392,2,Other,Other,0
Other,Other,2011,Croydon,E09000008,Total,363378,2,Other,Other,0
Other,Other,2011,Ealing,E09000009,Total,338449,3,Other,Other,0
Other,Other,2011,Enfield,E09000010,Total,312466,0,Other,Other,0
Other,Other,2011,Greenwich,E09000011,Total,254557,1,Other,Other,0
Other,Other,2011,Harrow,E09000015,Total,239056,2,Other,Other,0
Other,Other,2011,Havering,E09000016,Total,237232,0,Other,Other,0
Other,Other,2011,Hillingdon,E09000017,Total,273936,2,Other,Other,0
Other,Other,2011,Hounslow,E09000018,Total,253957,0,Other,Other,0
Other,Other,2011,Kingston upon Thames,E09000021,Total,160060,1,Other,Other,0
Other,Other,2011,Merton,E09000024,Total,199693,0,Other,Other,0
Other,Other,2011,Redbridge,E09000026,Total,278970,3,Other,Other,0
Other,Other,2011,Richmond upon Thames,E09000027,Total,186990,0,Other,Other,0
Other,Other,2011,Sutton,E09000029,Total,190146,1,Other,Other,0
Other,Other,2011,Waltham Forest,E09000031,Total,258249,0,Other,Other,0
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Camden,E09000007,Total,220338,386,The Americas and the Caribbean,All Central American countries,0.18
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,City of London,E09000001,Total,7375,8,The Americas and the Caribbean,All Central American countries,0.11
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Hackney,E09000012,Total,246270,233,The Americas and the Caribbean,All Central American countries,0.09
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Hammersmith and Fulham,E09000013,Total,182493,308,The Americas and the Caribbean,All Central American countries,0.17
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Haringey,E09000014,Total,254926,221,The Americas and the Caribbean,All Central American countries,0.09
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Islington,E09000019,Total,206125,230,The Americas and the Caribbean,All Central American countries,0.11
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Kensington and Chelsea,E09000020,Total,158649,445,The Americas and the Caribbean,All Central American countries,0.28
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Lambeth,E09000022,Total,303086,314,The Americas and the Caribbean,All Central American countries,0.1
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Lewisham,E09000023,Total,275885,136,The Americas and the Caribbean,All Central American countries,0.05
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Newham,E09000025,Total,307984,55,The Americas and the Caribbean,All Central American countries,0.02
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Southwark,E09000028,Total,288283,288,The Americas and the Caribbean,All Central American countries,0.1
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Tower Hamlets,E09000030,Total,254096,226,The Americas and the Caribbean,All Central American countries,0.09
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Wandsworth,E09000032,Total,306995,373,The Americas and the Caribbean,All Central American countries,0.12
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Westminster,E09000033,Total,219396,477,The Americas and the Caribbean,All Central American countries,0.22
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Barking and Dagenham,E09000002,Total,185911,26,The Americas and the Caribbean,All Central American countries,0.01
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Barnet,E09000003,Total,356386,155,The Americas and the Caribbean,All Central American countries,0.04
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Bexley,E09000004,Total,231997,20,The Americas and the Caribbean,All Central American countries,0.01
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Brent,E09000005,Total,311215,133,The Americas and the Caribbean,All Central American countries,0.04
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Bromley,E09000006,Total,309392,98,The Americas and the Caribbean,All Central American countries,0.03
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Croydon,E09000008,Total,363378,123,The Americas and the Caribbean,All Central American countries,0.03
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Ealing,E09000009,Total,338449,166,The Americas and the Caribbean,All Central American countries,0.05
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Enfield,E09000010,Total,312466,54,The Americas and the Caribbean,All Central American countries,0.02
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Greenwich,E09000011,Total,254557,82,The Americas and the Caribbean,All Central American countries,0.03
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Harrow,E09000015,Total,239056,52,The Americas and the Caribbean,All Central American countries,0.02
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Havering,E09000016,Total,237232,20,The Americas and the Caribbean,All Central American countries,0.01
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Hillingdon,E09000017,Total,273936,88,The Americas and the Caribbean,All Central American countries,0.03
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Hounslow,E09000018,Total,253957,95,The Americas and the Caribbean,All Central American countries,0.04
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Kingston upon Thames,E09000021,Total,160060,108,The Americas and the Caribbean,All Central American countries,0.07
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Merton,E09000024,Total,199693,122,The Americas and the Caribbean,All Central American countries,0.06
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Redbridge,E09000026,Total,278970,48,The Americas and the Caribbean,All Central American countries,0.02
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Richmond upon Thames,E09000027,Total,186990,188,The Americas and the Caribbean,All Central American countries,0.1
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Sutton,E09000029,Total,190146,49,The Americas and the Caribbean,All Central American countries,0.03
The Americas and the Caribbean: Central America: All Central American countries,All Central American countries,2011,Waltham Forest,E09000031,Total,258249,146,The Americas and the Caribbean,All Central American countries,0.06
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Camden,E09000007,Total,220338,1778,The Americas and the Caribbean,Other North America,0.81
The Americas and the Caribbean: North America: Other North America,Other North America,2011,City of London,E09000001,Total,7375,66,The Americas and the Caribbean,Other North America,0.89
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Hackney,E09000012,Total,246270,990,The Americas and the Caribbean,Other North America,0.4
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Hammersmith and Fulham,E09000013,Total,182493,1099,The Americas and the Caribbean,Other North America,0.6
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Haringey,E09000014,Total,254926,837,The Americas and the Caribbean,Other North America,0.33
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Islington,E09000019,Total,206125,1162,The Americas and the Caribbean,Other North America,0.56
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Kensington and Chelsea,E09000020,Total,158649,1405,The Americas and the Caribbean,Other North America,0.89
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Lambeth,E09000022,Total,303086,1239,The Americas and the Caribbean,Other North America,0.41
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Lewisham,E09000023,Total,275885,568,The Americas and the Caribbean,Other North America,0.21
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Newham,E09000025,Total,307984,244,The Americas and the Caribbean,Other North America,0.08
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Southwark,E09000028,Total,288283,1102,The Americas and the Caribbean,Other North America,0.38
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Tower Hamlets,E09000030,Total,254096,995,The Americas and the Caribbean,Other North America,0.39
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Wandsworth,E09000032,Total,306995,1400,The Americas and the Caribbean,Other North America,0.46
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Westminster,E09000033,Total,219396,1840,The Americas and the Caribbean,Other North America,0.84
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Barking and Dagenham,E09000002,Total,185911,100,The Americas and the Caribbean,Other North America,0.05
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Barnet,E09000003,Total,356386,663,The Americas and the Caribbean,Other North America,0.19
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Bexley,E09000004,Total,231997,169,The Americas and the Caribbean,Other North America,0.07
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Brent,E09000005,Total,311215,430,The Americas and the Caribbean,Other North America,0.14
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Bromley,E09000006,Total,309392,475,The Americas and the Caribbean,Other North America,0.15
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Croydon,E09000008,Total,363378,426,The Americas and the Caribbean,Other North America,0.12
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Ealing,E09000009,Total,338449,756,The Americas and the Caribbean,Other North America,0.22
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Enfield,E09000010,Total,312466,273,The Americas and the Caribbean,Other North America,0.09
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Greenwich,E09000011,Total,254557,474,The Americas and the Caribbean,Other North America,0.19
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Harrow,E09000015,Total,239056,245,The Americas and the Caribbean,Other North America,0.1
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Havering,E09000016,Total,237232,169,The Americas and the Caribbean,Other North America,0.07
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Hillingdon,E09000017,Total,273936,339,The Americas and the Caribbean,Other North America,0.12
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Hounslow,E09000018,Total,253957,416,The Americas and the Caribbean,Other North America,0.16
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Kingston upon Thames,E09000021,Total,160060,403,The Americas and the Caribbean,Other North America,0.25
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Merton,E09000024,Total,199693,496,The Americas and the Caribbean,Other North America,0.25
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Redbridge,E09000026,Total,278970,295,The Americas and the Caribbean,Other North America,0.11
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Richmond upon Thames,E09000027,Total,186990,799,The Americas and the Caribbean,Other North America,0.43
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Sutton,E09000029,Total,190146,246,The Americas and the Caribbean,Other North America,0.13
The Americas and the Caribbean: North America: Other North America,Other North America,2011,Waltham Forest,E09000031,Total,258249,315,The Americas and the Caribbean,Other North America,0.12
The Americas and the Caribbean: North America: United States,United States,2011,Camden,E09000007,Total,220338,6264,The Americas and the Caribbean,United States,2.84
The Americas and the Caribbean: North America: United States,United States,2011,City of London,E09000001,Total,7375,205,The Americas and the Caribbean,United States,2.78
The Americas and the Caribbean: North America: United States,United States,2011,Hackney,E09000012,Total,246270,2747,The Americas and the Caribbean,United States,1.12
The Americas and the Caribbean: North America: United States,United States,2011,Hammersmith and Fulham,E09000013,Total,182493,2906,The Americas and the Caribbean,United States,1.59
The Americas and the Caribbean: North America: United States,United States,2011,Haringey,E09000014,Total,254926,1984,The Americas and the Caribbean,United States,0.78
The Americas and the Caribbean: North America: United States,United States,2011,Islington,E09000019,Total,206125,3142,The Americas and the Caribbean,United States,1.52
The Americas and the Caribbean: North America: United States,United States,2011,Kensington and Chelsea,E09000020,Total,158649,7896,The Americas and the Caribbean,United States,4.98
